last_name, first_name,player_id,year,xslg,xwoba,xobp,xiso,exit_velocity_avg,barrel_batted_rate,solidcontact_percent,hard_hit_percent,sprint_speed,
Rengifo, Luis,650859,2019,.363,.303,.319,.130,87.1,6,4.1,29.9,28.0,
Allen, Greg,656185,2019,.329,.272,.285,.106,87.3,2.7,3.8,30.9,29.1,
Chapman, Matt,656305,2019,.495,.354,.340,.249,92.7,12.1,7.3,49,28.1,
Chavis, Michael,656308,2019,.391,.290,.285,.179,88.7,10.5,4.1,35.5,28.0,
Hoskins, Rhys,656555,2019,.416,.337,.357,.201,89.7,9.7,8.2,38.9,25.9,
Luplow, Jordan,656669,2019,.472,.350,.347,.227,89.6,12.1,6.1,38.8,28.2,
O'Hearn, Ryan,656811,2019,.404,.304,.303,.185,90.7,9.1,3.9,43.8,27.3,
Schwarber, Kyle,656941,2019,.552,.374,.352,.289,93.5,14.5,9,51.2,27.1,
Verdugo, Alex,657077,2019,.453,.335,.336,.167,89.4,5.7,6,39.7,27.4,
DeJong, Paul,657557,2019,.432,.323,.318,.201,87,8.4,4.3,33.6,27.7,
Laureano, Ramon,657656,2019,.465,.332,.316,.206,89.6,9.4,7.2,40.2,28.5,
Moncada, Yoan,660162,2019,.516,.356,.336,.236,93.1,12.2,7.2,47.9,27.7,
Ohtani, Shohei,660271,2019,.494,.354,.343,.210,92.8,12.2,6.5,47.1,28.3,
Acuna Jr., Ronald,660670,2019,.574,.390,.365,.294,90.6,15,9.1,47.4,29.4,
Riley, Austin,663586,2019,.460,.309,.281,.234,89.4,13.7,6,44.6,27.8,
Lowe, Brandon,664040,2019,.498,.339,.307,.262,91.6,16.3,7.1,46.2,27.8,
Bader, Harrison,664056,2019,.389,.304,.313,.187,88.3,9.9,7.7,34.5,29.6,
Fletcher, David,664058,2019,.366,.315,.348,.078,83.8,0.2,2.6,17.1,27.6,
Kingery, Scott,664068,2019,.427,.312,.303,.183,88.2,7.3,9.2,38.6,29.1,
Moore, Dylan,664238,2019,.336,.277,.288,.146,88.4,6.5,7.1,36.1,28.4,
Tatis Jr., Fernando,665487,2019,.490,.346,.326,.234,90.4,13.2,7.5,44.1,29.3,
Guerrero Jr., Vladimir,665489,2019,.436,.330,.326,.179,89.4,7.7,6.1,38.7,26.3,
Soto, Juan,665742,2019,.574,.408,.404,.290,92,12.3,8.7,47.8,27.3,
Gurriel Jr., Lourdes,666971,2019,.507,.343,.308,.255,90.4,11.6,8.6,44.8,27.5,
Reynolds, Bryan,668804,2019,.470,.355,.358,.179,89.5,6.7,5.1,41.6,28.1,
Senzel, Nick,669222,2019,.406,.303,.299,.169,87.8,8,2.9,37.9,29.5,
Edman, Tommy,669242,2019,.439,.329,.329,.157,87.4,5.3,6,33.6,29.4,
Hiura, Keston,669374,2019,.501,.344,.320,.252,91.4,13.5,7.7,50,27.0,
Lopez, Nicky,670032,2019,.270,.233,.250,.057,85.1,1.2,0.9,19.1,28.5,
Alvarez, Yordan,670541,2019,.590,.406,.389,.307,92.2,16.7,5.4,48.9,27.0,
