last_name, first_name,player_id,year,xslg,xwoba,xobp,xiso,exit_velocity_avg,barrel_batted_rate,solidcontact_percent,hard_hit_percent,sprint_speed,
Springer III, George,543807,2020,.563,.402,.382,.272,88.7,12.4,5.9,42.5,28.2,
Strange-Gordon, Dee,543829,2020,.262,.259,.294,.034,79.2,0,0,4.8,28.3,
Gregorius, Didi,544369,2020,.394,.310,.321,.132,83.8,4.2,6.8,27.9,27.1,
Stassi, Max,545358,2020,.561,.386,.350,.293,91.6,11.1,12.5,41.7,26.5,
Trout, Mike,545361,2020,.603,.422,.400,.316,93.7,15,8.2,55.1,28.9,
Perez, Roberto,547379,2020,.281,.267,.293,.082,86,3.4,5.1,32.2,24.9,
Abreu, Jose,547989,2020,.587,.399,.357,.288,92.9,14.3,9.3,53.3,26.8,
Narvaez, Omar,553882,2020,.294,.269,.291,.121,81.6,7.2,2.9,21.7,24.3,
Suarez, Eugenio,553993,2020,.472,.342,.325,.255,89.1,14.4,5.3,44.7,25.9,
Gonzalez, Erik,570481,2020,.394,.292,.274,.157,88.5,6.7,8.2,44,27.3,
Goodwin, Brian,571718,2020,.381,.298,.299,.169,89.9,10.9,8.7,41.3,28.1,
Naquin, Tyler,571980,2020,.469,.323,.292,.206,91.7,9.5,8.4,51.6,26.9,
Voit III, Luke,572228,2020,.584,.388,.340,.305,88.9,13.1,6.3,40,24.9,
Zunino, Mike,572287,2020,.365,.264,.237,.219,87.5,15.8,7.9,36.8,25.2,
Contreras, Willson,575929,2020,.441,.353,.361,.192,89.8,10.4,6.7,47.8,27.3,
Osuna, Jose,591741,2020,.472,.330,.302,.206,89.1,12.9,6.5,41.9,27.3,
Bryant, Kris,592178,2020,.348,.284,.289,.146,86.1,5.5,9.9,31.9,27.6,
Goodrum, Niko,592348,2020,.336,.265,.263,.152,88.8,9.8,9.8,40.2,28.0,
Jones, JaCoby,592444,2020,.425,.321,.310,.185,89.5,10.9,7.8,45.3,27.0,
Machado, Manny,592518,2020,.542,.387,.374,.239,90.2,11,3.7,43.5,26.4,
Marmolejos, Jose,592530,2020,.445,.315,.285,.213,90.5,12,4,45.3,25.4,
Renfroe, Hunter,592669,2020,.395,.297,.283,.204,89.4,9.3,1.2,38.4,27.3,
Bogaerts, Xander,593428,2020,.471,.340,.326,.214,89,8.6,5.5,36.8,27.7,
Alfaro, Jorge,595751,2020,.379,.283,.275,.159,89.2,7,7,49.1,28.0,
Profar, Jurickson,595777,2020,.406,.334,.347,.127,87.2,3.2,3.2,27.7,27.0,
Kepler, Max,596146,2020,.422,.338,.347,.166,88.5,5.1,7.4,38.2,28.1,
Quinn, Roman,596451,2020,.280,.243,.257,.071,85.8,2.9,2.9,25.7,30.5,
Choi, Ji-Man,596847,2020,.298,.272,.303,.108,89,3.4,10.1,39.3,24.3,
Candelario, Jeimer,600869,2020,.469,.354,.350,.193,90.2,10.3,6.6,47.1,26.9,
Barnes, Austin,605131,2020,.279,.274,.310,.086,86.9,1.5,4.6,35.4,26.5,
Tapia, Raimel,606132,2020,.331,.290,.310,.080,85.3,2,2.7,30,28.2,
Pillar, Kevin,607680,2020,.429,.324,.317,.161,87.1,5.4,5.4,36.5,27.8,
Bregman, Alex,608324,2020,.391,.333,.359,.139,88.9,3.9,6.3,33.6,27.0,
Winker, Jesse,608385,2020,.521,.395,.395,.258,92.1,13.5,10.6,49,26.4,
Mazara, Nomar,608577,2020,.364,.291,.290,.142,91,7.6,3.3,48.9,25.8,
Mondesi, Adalberto,609275,2020,.353,.266,.254,.140,90.6,7.3,2.6,39.1,29.4,
Correa, Carlos,621043,2020,.401,.315,.319,.147,88.6,5.9,6.5,41.8,27.2,
Brinson, Lewis,621446,2020,.390,.296,.287,.143,88.1,7.9,3.9,36.8,28.6,
Rios, Edwin,621458,2020,.623,.392,.327,.345,91.5,13.6,11.9,45.8,26.3,
Ward, Taylor,621493,2020,.396,.309,.308,.146,91.1,4.5,10.6,47,28.4,
Olson, Matt,621566,2020,.447,.336,.332,.226,92.3,12.8,8.3,45.9,25.9,
Reyes, Victor,622682,2020,.428,.328,.323,.142,90,3.8,6.4,41.4,27.9,
Velazquez, Andrew,623205,2020,.234,.242,.271,.078,82.4,4.5,0,15.9,28.3,
Bote, David,623520,2020,.418,.330,.332,.185,92.4,10.5,7,52.3,27.6,
Biggio, Cavan,624415,2020,.343,.315,.345,.129,87.4,5,8.8,30.8,27.7,
Conforto, Michael,624424,2020,.482,.377,.380,.197,88.4,11,6.2,36.6,26.8,
Frazier, Clint,640449,2020,.447,.363,.377,.200,89.4,12.5,9.1,43.2,27.5,
Meadows, Austin,640457,2020,.332,.270,.273,.154,90.1,7.1,11.9,42.9,26.5,
Bellinger, Cody,641355,2020,.487,.369,.369,.207,89.3,9.4,7,41.5,28.6,
Garver, Mitch,641598,2020,.278,.240,.250,.108,92.4,8.3,5.6,50,26.0,
Locastro, Tim,641796,2020,.377,.344,.379,.106,85.6,1.8,7.1,21.4,30.7,
Tellez, Rowdy,642133,2020,.490,.356,.340,.217,90.7,8.4,9.5,45.3,25.3,
Albies, Ozzie,645277,2020,.417,.299,.277,.177,86.7,9.1,6.8,28.4,28.1,
Urias, Luis,649966,2020,.290,.268,.294,.067,87.7,1.3,5.2,27.3,27.0,
Chavis, Michael,656308,2020,.388,.289,.274,.165,88.3,7.1,7.1,37.8,28.1,
Luplow, Jordan,656669,2020,.362,.300,.311,.163,83.5,6.7,8.3,25,27.4,
Mullins II, Cedric,656775,2020,.297,.251,.261,.083,88.6,2.8,3.7,31.8,28.7,
Tucker, Kyle,663656,2020,.449,.328,.318,.188,91.1,9.1,6.7,44.5,27.6,
Bart, Joey,663698,2020,.292,.248,.258,.092,89,4.8,9.7,48.4,26.8,
Happ, Ian,664023,2020,.464,.359,.362,.206,91.1,10.3,5.1,48.5,27.1,
Mendick, Danny,664901,2020,.308,.255,.261,.089,86.2,2.4,8.4,31.3,26.0,
Tatis Jr., Fernando,665487,2020,.614,.422,.386,.317,95.9,19.5,7.9,62.2,29.4,
Guerrero Jr., Vladimir,665489,2020,.437,.331,.327,.177,92.5,8.7,6,50.8,25.3,
Gimenez, Andres,665926,2020,.361,.305,.320,.113,86.8,3.3,4.4,26.4,28.9,
Kieboom, Carter,666198,2020,.220,.274,.330,.040,85.1,0,0,20.9,26.7,
Dalbec, Bobby,666915,2020,.532,.351,.304,.333,89.9,22,9.8,43.9,26.8,
Arozarena, Randy,668227,2020,.496,.369,.359,.243,90.3,14,9.3,44.2,28.8,
Hays, Austin,669720,2020,.352,.290,.297,.109,87,4,4,31.3,27.9,
Brosseau, Mike,670712,2020,.415,.314,.308,.192,90.9,8.9,5.4,42.9,27.7,
Garcia, Luis,671277,2020,.377,.296,.293,.110,83.5,4.8,2.9,29.5,26.7,
Akiyama, Shogo,673451,2020,.324,.313,.355,.081,85.1,0.8,5,26.4,27.7,
